32,3,0,19,6,0|32,3,0,20,0,0
32,3,0,20,0,0|32,0,0,20,0,0
32,0,0,20,0,0|23,0,0,20,0,0
23,0,0,20,0,0|12,0,0,9,0,0
62,36,0,1,0,0|62,0,0,1,0,0
62,0,0,1,0,0|12,0,0,1,0,0
32,15,0,12,4,0|32,0,0,12,4,0
32,0,0,12,4,0|23,0,0,12,4,0
23,0,0,12,4,0|23,0,0,13,0,0
23,0,0,13,0,0|12,0,0,2,0,0
41,19,0,10,0,0|41,0,0,10,0,0
41,0,0,10,0,0|12,0,0,10,0,0
